Date,Time,Location,Sub-location,Source,Notes,Longitude,Latitude,Postal,Area
5/8/2021,1150h - 1335h,18 Tai Seng (18 Tai Seng Street) ,Tim Ho Wan,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8887627,1.336538681,539775,Kallang
5/8/2021,1200h - 2100h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/8/2021,1235h - 1315h,18 Tai Seng (18 Tai Seng Street) ,kcuts,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8887627,1.336538681,539775,Kallang
5/8/2021,1250h - 1350h,The Coastal Settlement (200 Netheravon Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9779654,1.389061122,508529,Changi Airport
5/8/2021,1255h - 1355h,Parkway Parade (80 Marine Parade Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9051136,1.301191306,NIL,Marine Parade
5/8/2021,1340h - 1415h,Compass One (1 Sengkang Square) ,Sea Horse,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89498,1.392094156,545078,Sengkang
5/8/2021,1350h - 1500h,Parkway Parade (80 Marine Parade Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9051136,1.301191306,NIL,Marine Parade
5/8/2021,1355h - 1455h,Eastpoint Mall (3 Simei Street 6) ,NTUC FairPrice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9530508,1.342691998,528833,Tampines
5/8/2021,1405h - 1505h,Joo Chiat Complex (1 Joo Chiat Road),NaN,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.8983976,1.315938021,420001,Geylang
5/8/2021,1405h - 1525h,Joo Chiat Complex (1 Joo Chiat Road) ,Ming Seng Goldsmith,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8983976,1.315938021,420001,Geylang
5/8/2021,1425h - 1600h,Tiong Bahru Plaza (298 Tiong Bahru Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8280048,1.286308535,168730,Outram
5/8/2021,1430h - 1515h,Balestier Bak Kut Teh (365 & 369 Balestier Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8505235,1.324838387,329785,Novena
5/8/2021,1500h - 1600h,84 Marine Parade Central Market and Food Centre (84 Marine Parade Central),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9063386,1.302285208,440084,Marine Parade
5/8/2021,1510h - 1630h,Tampines Mall (4 Tampines Central 5) ,Genki Sushi,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9446962,1.352580252,529510,Tampines
5/8/2021,1520h - 1600h,City Plaza (810 Geylang Road),NaN,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.8934183,1.314805223,409286,Paya Lebar
5/8/2021,1525h - 1750h,Parkway Parade (80 Marine Parade),"Sushi Express, BEST DENKI",https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9077388,1.302482026,440080,Marine Parade
5/8/2021,1550h - 0000h,Reservoir Village (744 Bedok Reservoir Road) ,McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9219636,1.337587346,470744,Tampines
5/8/2021,1600h - 0400h,Kopitiam Square (10 Sengkang Square),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8938396,1.391359822,544829,Sengkang
5/8/2021,1600h - 1630h,Junction 9 (18 Yishun Avenue 9),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8416008,1.433031982,768897,Yishun
5/8/2021,1625h - 1745h,Tampines 1 (10 Tampines Central 1) ,Oriental Hair Solutions,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9451412,1.354323212,529536,Tampines
5/8/2021,1625h – 1700h,Golden Landmark Shopping Centre (390 Victoria Street) ,ANIZ,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.8578478,1.301896776,188061,Rochor
5/8/2021,1700h - 1745h,Chong Pang City Wet Market & Food Centre (105 Yishun Ring Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8282054,1.431860429,760105,Yishun
5/8/2021,1745h - 1935h,Ling Ling by The Wine Company (8 Dempsey Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8095261,1.304175116,247696,Queenstown
5/8/2021,1800h - 1900h,Junction 9 (18 Yishun Avenue 9) ,Wak Min Food And Catering,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8416008,1.433031982,768897,Yishun
5/8/2021,1800h - 1930h,"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",Silver Shell Café,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8097979,1.257802049,98970,Bukit Merah
5/8/2021,1825h - 1930h,The Star Vista (1 Vista Exchange Green) ,Lao Huo Tang,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.7884627,1.306815007,NIL,Queenstown
5/8/2021,1900h - 1930h,Fengshan Market & Food Centre (85 Bedok North Street 4),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9387941,1.332031257,460085,Bedok
5/8/2021,1900h - 2000h,Paya Lebar Quarter Mall (10 Paya Lebar Road),Ichikokudo Hokkaido Ramen,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8927244,1.317523846,409057,Paya Lebar
5/8/2021,1900h - 2100h,"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",Silver Shell Café,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8097979,1.257802049,98970,Bukit Merah
5/8/2021,1905h - 2040h,Sampo Korean BBQ Restaurant (132 Telok Ayer Street),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8479795,1.281739442,68599,Straits View
5/8/2021,1930h - 2030h,Eat First (891 East Coast Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9240012,1.312882627,459094,Marine Parade
5/8/2021,2030h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9574896,1.370002244,510444,Pasir Ris
5/8/2021,2115h - 2145h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/8/2021,2130h - 2200h,Tampines Central Community Complex (866A Tampines Street 83) ,NTUC FairPrice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9345921,1.35528927,521866,Tampines
5/8/2021,2150h - 2225h,Giant (260 Kim Keat Avenue),NaN,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23,103.8573785,1.331999623,310260,Toa Payoh
5/7/2021,0700h - 0740h,Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9581739,1.369225343,510441,Pasir Ris
5/7/2021,0700h - 1500h,M171 Gourmet Street Coffeeshop (171 MacPherson Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8740174,1.329896348,348536,Kallang
5/7/2021,0725h - 0825h,Giant Hypermarket - Tampines (21 Tampines North Drive 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9320789,1.372254355,NIL,Pasir Ris
5/7/2021,0800h - 0900h,Pasir Ris East Community Centre (1 Pasir Ris Drive 4),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9592047,1.368586952,519457,Pasir Ris
5/7/2021,0830h - 2220h,White Sands (1 Pasir Ris Central Street 3) ,Unity,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9497492,1.372398981,518457,Pasir Ris
5/7/2021,0900h - 0945h,Eastwood Centre (20 Eastwood Road) ,Subway,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9554195,1.321447681,486442,Bedok
5/7/2021,0900h - 1100h,Happy Hawkers (267 Compassvale Link),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8970466,1.383744417,540267,Sengkang
5/7/2021,0915h - 0945h,Block 216 Bedok Food Centre and Market (216 Bedok North Street 1),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.933287,1.327044507,460216,Bedok
5/7/2021,1005h - 1025h,Prime Supermarket (322 Sumang Walk),NaN,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.8975014,1.411247035,820322,Punggol
5/7/2021,1040h - 1255h,Ngee Ann City (391 Orchard Road),New York Skin Solutions,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8349802,1.302369328,238872,Orchard
5/7/2021,1055h - 1140h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/7/2021,1115h - 1200h,F M FOOD MASTER (19 Serangoon North Avenue 5),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8720121,1.375653673,554913,Seletar
5/7/2021,1200h - 2100h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/7/2021,1225h - 1320h,The Seletar Mall (33 Sengkang West Avenue) ,Saizeriya,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.876157,1.391368809,797653,Seletar
5/7/2021,1240h - 1310h,Changi Airport Terminal 3 (65 Airport Boulevard),McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/7/2021,1305h - 1400h,Changi Cycling Singapore (4 Changi Village Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9874628,1.389096356,500004,Changi Airport
5/7/2021,1330h - 1430h,201 Coffee Shop (201 Tampines Street 21),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9535857,1.352895063,520201,Tampines
5/7/2021,1435h - 1535h,METTA Building (32 Simei Street 1) ,METTA Café,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9571742,1.346809099,529950,Tampines
5/7/2021,1450h - 1600h,Hougang Mall (90 Hougang Avenue 10),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8937239,1.372436783,538766,Hougang
5/7/2021,1600h - 0400h,Kopitiam Square (10 Sengkang Square),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8938396,1.391359822,544829,Sengkang
5/7/2021,1600h - 1800h,Century Square (2 Tampines Central 5) ,Learning Point,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9437985,1.352278691,NIL,Tampines
5/7/2021,1700h - 1750h,Toa Payoh HDB Hub (500 Lorong 6 Toa Payoh) ,NTUC FairPrice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8470503,1.332965497,310500,Novena
5/7/2021,1730h - 1830h,Changi Airport Terminal 3 (65 Airport Boulevard),Heavenly Wang,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/7/2021,1800h - 1900h,Sheng Siong Supermarket (52 Chin Swee Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8415801,1.287082783,160052,Outram
5/7/2021,1800h - 1930h,473 Coffee Stop (473 Fernvale Street) ,Michin Korean BBQ and Hotpot,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8816988,1.397798747,790473,Seletar
5/7/2021,1900h - 2000h,Street 82 Coffee House (844 Tampines Street 82),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9365343,1.352102995,520844,Tampines
5/7/2021,1905h - 1940h,Canberra Plaza (133 Canberra View) ,NTUC FairPrice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8305235,1.443245232,750133,Simpang
5/7/2021,1915h - 1945h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/7/2021,1915h - 2000h,Compass One (1 Sengkang Square) ,Encik Tan,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89498,1.392094156,545078,Sengkang
5/7/2021,1920h - 2020h,Eastpoint Mall (3 Simei Street 6) ,Eng’s Wanton Noodles,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9530508,1.342691998,528833,Tampines
5/7/2021,1925h - 2010h,Bedok Mall (311 New Upper Changi Road) ,Ajisen Ramen,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9294055,1.324668974,467360,Bedok
5/7/2021,1925h - 2030h,Eastpoint Mall (3 Simei Street 6) ,Hanis Cafe,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9530508,1.342691998,528833,Tampines
5/7/2021,1940h - 2140h,Yio Chu Kang ActiveSG Sports Hall (200 Ang Mo Kio Avenue 9),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8457678,1.382272439,569770,Ang Mo Kio
5/7/2021,1955h - 2140h,The Restaurant (1010 Dover Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.7745868,1.309646033,139658,Clementi
5/7/2021,2035h - 2230h,SAFRA Tampines (1/A Tampines Street 92),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9417012,1.344711066,528882,Tampines
5/7/2021,2130h - 2210h,Sheng Siong Supermarket (209 New Upper Changi Road),NaN,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.9311548,1.324686268,NIL,Bedok
5/6/2021,0700h - 0730h,Soy Eu Tua Coffee Shop (15 Upper East Coast Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9257756,1.312943174,455207,Marine Parade
5/6/2021,0700h - 0740h,Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9581739,1.369225343,510441,Pasir Ris
5/6/2021,0700h - 1500h,M171 Gourmet Street Coffeeshop (171 MacPherson Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8740174,1.329896348,348536,Kallang
5/6/2021,1000h - 1040h,Rivervale Mall (11 Rivervale Crescent),McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9044837,1.39250411,545082,Punggol
5/6/2021,1030h - 1230h,Chai Chee Market (1 Chai Chee Avenue),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9248743,1.325103681,469059,Geylang
5/6/2021,1140h - 1530h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/6/2021,1200h - 1300h,Singapore Post (1 Pasir Ris Central Street 3),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9497492,1.372398981,518457,Pasir Ris
5/6/2021,1340h - 1405h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/6/2021,1415h - 1510h,Plaza Singapura (68 Orchard Road),Co Chung,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8450673,1.300820718,238839,Museum
5/6/2021,1420h - 1535h,ESR Bizpark @ Chai Chee (750 Chai Chee Road),Bai Nian Yong Tau Foo,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.922103,1.323651725,469000,Geylang
5/6/2021,1420h - 1545h,IKEA Alexandra (317 Alexandra Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8060348,1.287966195,159965,Queenstown
5/6/2021,1510h - 1610h,Plaza Singapura (68 Orchard Road) ,UNIQLO,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8450673,1.300820718,238839,Museum
5/6/2021,1600h - 0400h,Kopitiam Square (10 Sengkang Square),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8938396,1.391359822,544829,Sengkang
5/6/2021,1645h - 1745h,Changi Airport Terminal 3 (65 Airport Boulevard),Heavenly Wang,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/6/2021,1710h - 1810h,JEM (50 Jurong Gateway Road) ,DON DON DONKI,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.7432622,1.33255233,NIL,Jurong East
5/6/2021,1735h - 1820h,Changi Airport Terminal 1 (80 Airport Boulevard),Orchis Food Court,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9906055,1.361291232,819642,Changi Airport
5/6/2021,1830h - 2330h,Plaza Singapura (68 Orchard Road) ,Starbucks,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8450673,1.300820718,238839,Museum
5/6/2021,1835h - 1945h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/6/2021,1915h - 2025h,Bedok Mall (311 New Upper Changi Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9294055,1.324668974,467360,Bedok
5/6/2021,1920h - 2020h,The Seletar Mall (33 Sengkang West Avenue) ,Swensen’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.876157,1.391368809,797653,Seletar
5/6/2021,1930h - 2000h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Encik Tan,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/6/2021,1930h - 2100h,PLQ Mall (10 Paya Lebar Road) ,"Western Mahua, Starbucks",https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8927244,1.317523846,409057,Paya Lebar
5/6/2021,2120h - 2155h,Changi Airport Terminal 1 (80 Airport Boulevard),Food Gallery,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9906055,1.361291232,819642,Changi Airport
5/6/2021,2200h - 2210h,HAO Mart (308C Punggol Walk),NaN,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.8990744,1.408006949,823308,Punggol
5/5/2021,0010h - 0130h,China Northeast Cuisine (199 New Bridge Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8437674,1.284170748,59427,Singapore River
5/5/2021,0330h - 0410h,Changi Airport Terminal 3 (65 Airport Boulevard),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9869789,1.356681859,NIL,Changi Airport
5/5/2021,0700h - 1500h,M171 Gourmet Street Coffeeshop (171 MacPherson Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.8740174,1.329896348,348536,Kallang
5/5/2021,0830h - 2220h,White Sands (1 Pasir Ris Central Street 3) ,Unity Pharmacy,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.9497492,1.372398981,518457,Pasir Ris
