Date,Time,Location,Sub-location,Source,Notes,Longitude,Latitude,Postal,Area
6/25/2021,1525h - 2320h,Oue Downtown 1 (6 Shenton Way),Oakwood Premier Amtd Singapore,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8485181,1.277183879,NIL,Marina East
6/25/2021,1400h - 1430h,Clementi 448 Market & Food Centre (448 Clementi Avenue  3),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.7645213,1.313060361,120448,Clementi
6/25/2021,1045h - 1115h,Albert Centre (270 Queen Street),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8541219,1.301091805,180270,Rochor
6/25/2021,1935h - 2115h,Lau Pa Sat (18 Raffles Quay),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8503603,1.280593133,48582,Straits View
6/24/2021,1645h - 1715h,National University Hospital Medical Centre (1 Lower Kent  Ridge Road),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.784084,1.29277432,119082,Queenstown
6/24/2021,1400h - 1430h,Ntuc Fairprice (166 Bukit Merah Central),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8176637,1.283056643,150166,Bukit Merah
6/24/2021,0950h - 1035h,Mukmin Restaurant Bedok (129 Bedok North Street 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9380305,1.327554432,460129,Bedok
6/24/2021,1230h - 1330h,Toh Guan Centre (21 Toh Guan Road East),Shi Fu Food Court,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes-(7)71dc310f0e39421e93aafdc8ca73c4fd.pdf?sfvrsn=82e573ec_0,Added/Updated on 2021-06-29,103.7546715,1.337657986,608609,Bukit Batok
6/24/2021,1230h - 1300h,Varinice Eating House (450 Clementi Avenue 3),Golden Rooster Clementi,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.7654763,1.313538861,120450,Clementi
6/24/2021,1710h - 2210h,Nkf Dialysis Centre (935 Tampines Street 91),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9410774,1.345634287,520935,Tampines
6/23/2021,1200h - 1230h,Depot Heights Shopping Centre (108 Depot Road),Yue Hua Food Court,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8102982,1.280966807,100108,Bukit Merah
6/23/2021,0850h - 1000h,Afghanistan Family Restaurant (201E Tampines Street 23),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9538583,1.352921625,NIL,Tampines
6/23/2021,0710h - 0740h,112 Jalan Bukit Merah Market And Food Centre,NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9538583,1.352921625,NIL,Tampines
6/23/2021,1425h - 1540h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8720121,1.375653673,554913,Seletar
6/23/2021,1645h - 1715h,National University Hospital Medical Centre (1 Lower Kent  Ridge Road),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.784084,1.29277432,119082,Queenstown
6/23/2021,1535h - 1745h,Tampines 1 (10 Tampines Central 1),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9451412,1.354323212,529536,Tampines
6/22/2021,1345h - 1510h,Hotel 81 Selegie (161 Selegie Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8498841,1.303284406,188318,Rochor
6/22/2021,1230h - 1335h,Tampines Central Community Complex (866A Tampines  Street 83),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9345921,1.35528927,521866,Tampines
6/22/2021,2145h - 2225h,Orchard Central (181 Orchard Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8396924,1.300723504,238896,River Valley
6/22/2021,2010h - 2100h,Lucky Plaza (304 Orchard Road),J Star Mobile Electronic,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8340052,1.30446379,NIL,Orchard
6/22/2021,1820h - 1850h,Tiong Bahru Plaza (302 Tiong Bahru Road),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8271583,1.2864712,168732,Bukit Merah
6/22/2021,1905h - 1940h,Plaza Singapura (68 Orchard Road),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8450673,1.300820718,238839,Museum
6/22/2021,2055h - 2130h,Han’S @ Springleaf Garden (906 Upper Thomson Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8186321,1.397584012,787110,Ang Mo Kio
6/22/2021,1945h - 2045h,Ancient Dynasty Massage & Spa (5 Thong Soon Avenue),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8187727,1.397203484,787433,Ang Mo Kio
6/22/2021,2015h - 2200h,Courts Megastore (50 Tampines North Drive 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.933847,1.373529764,528766,Pasir Ris
6/22/2021,1750h - 2020h,Ikea Tampines (60 Tampines North Drive 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9324941,1.374026578,528764,Pasir Ris
6/22/2021,2110h - 2145h,313@Somerset (313 Orchard Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8383505,1.300978082,238895,River Valley
6/21/2021,1835h - 1940h,Peperoni Pizzeria (267 Upper Thomson Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8333073,1.353673339,574394,Ang Mo Kio
6/21/2021,1800h - 1900h,Guan Kim Restaurant (47 Tanglin Halt Road),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.7980771,1.300792761,141047,Queenstown
6/21/2021,0800h - 0955h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9530508,1.342691998,528833,Tampines
6/21/2021,1830h - 2000h,Grand Hyatt Singapore (10 Scotts Road),Straitskitchen,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.8333113,1.306312724,228211,Orchard
6/21/2021,0630h - 0900h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/20/2021,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.8317743,1.30419842,NIL,Orchard
6/20/2021,1820h - 1855h,Hotel 81 Selegie (161 Selegie Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8498841,1.303284406,188318,Rochor
6/20/2021,1100h - 1400h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/20/2021,1100h - 1330h,Katong Shopping Centre (865 Mountbatten Road),Top Employment Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/20/2021,0630h - 0900h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/20/2021,0640h - 0710h,Giant Express (86 Redhill Close),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8186736,1.286920062,150086,Bukit Merah
6/20/2021,1700h - 1900h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/20/2021,1755h - 1930h,Great World City (1 Kim Seng Promenade),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8319759,1.293475962,NIL,River Valley
6/20/2021,0810h - 0900h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9530508,1.342691998,528833,Tampines
6/20/2021,1820h - 1855h,Giant Supermarket (316B Ang Mo Kio Street 31),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.847677,1.364625403,563316,Ang Mo Kio
6/19/2021,1100h - 1800h,Katong Shopping Centre (865 Mountbatten Road),Top Employment Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/19/2021,1100h - 1400h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/19/2021,0115h - 0230h,China Square (51 Telok Ayer Street),Livewire,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8492818,1.282897028,48441,Singapore River
6/19/2021,1835h - 2135h,Orchid Hotel (1 Tras Link),Jj Dance Movement,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8438542,1.276903593,78867,Marina East
6/19/2021,0845h - 0930h,Our Tampines Hub (1 Tampines Walk),Public Service Centre,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9401486,1.35320986,528523,Tampines
6/19/2021,1055h - 1200h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8357008,1.300865436,237978,Orchard
6/19/2021,1700h - 1900h,Redhill Market (79 Redhill Lane),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8183498,1.287847028,150079,Bukit Merah
6/19/2021,1045h - 1220h,Pasir Panjang Wholesale Centre (1 Wholesale Centre),Zenxin Organic Food Singapore,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.7791168,1.285272084,110001,Queenstown
6/19/2021,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.8317743,1.30419842,NIL,Orchard
6/19/2021,0955h - 1645h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/19/2021,0710h - 0740h,112 Jalan Bukit Merah Market And Food Centre,NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.9009521,1.303813235,NIL,Marine Parade
6/18/2021,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.8317743,1.30419842,NIL,Orchard
6/18/2021,1225h - 1345h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8357008,1.300865436,237978,Orchard
6/18/2021,1225h - 1300h,Lucky Plaza (304 Orchard Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8340052,1.30446379,NIL,Orchard
6/18/2021,1330h - 1800h,Redhill Mrt Station (920 Tiong Bahru Road),Bakery Point,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20,103.817044,1.289348178,NIL,Tanglin
6/18/2021,1745h - 1920h,Mulan (Kyawt Na Di) Beauty Salon (175 Boon Lay Drive),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.7094853,1.346689167,640175,Boon Lay
6/18/2021,1010h - 1800h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/18/2021,1800h - 1950h,Vivocity (1 Harbourfront Walk),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8223825,1.264277273,NIL,Bukit Merah
6/18/2021,1400h - 1500h,Funan (107 North Bridge Road),Premium Eyecare,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8499848,1.291244006,179105,Museum
6/18/2021,1545h - 1800h,Northpoint City (930 Yishun Avenue 2),NaN,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.8361072,1.429244143,769098,Yishun
6/18/2021,1315h - 1345h,Prime Supermarket (823 Tampines Street 81),NaN,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9340102,1.348732845,520823,Tampines
6/18/2021,1425h - 1505h,Boon Lay Shopping Centre (221 Boon Lay Place),Lite Mobile,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.7124728,1.346373764,640221,Boon Lay
6/17/2021,1815h - 2020h,Ntuc Fairprice (166 Bukit Merah Central),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8176637,1.283056643,150166,Bukit Merah
6/17/2021,1100h - 1300h,Bedok Point (799 New Upper Changi Road),Teo Heng Ktv Studio,https://mothership.sg/2021/06/covid-19-june-20-locations-update/,Added/ Updated on 2021-06-21,103.932384,1.324801026,467351,Bedok
6/17/2021,0945h - 1020h,Ntuc Fairprice Finest (202 Hougang Street 21),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8840289,1.357527728,530202,Hougang
6/17/2021,1145h - 1230h,Tiong Bahru Plaza (298 Tiong Bahru Road),NaN,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20,103.8280048,1.286308535,168730,Outram
6/17/2021,1745h - 1825h,Sim Lim Square (1 Rochor Canal Road),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8528756,1.303022985,188504,Rochor
6/17/2021,1640h - 1715h,People'S Park Centre (101 Upper Cross Street),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.843964,1.285840189,NIL,Singapore River
6/17/2021,1015h - 1840h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/17/2021,1640h - 1715h,People’S Park Centre (101 Upper Cross Street),Citri Mobile,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.843964,1.285840189,NIL,Singapore River
6/17/2021,1250h - 1320h,Healthy Path Spa (84 Bedok North Street 4),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-26-jun.pdf?sfvrsn=5d9d801a_2,Added/Updated on 2021-06-27,103.9392084,1.331782451,460084,Bedok
6/17/2021,1605h - 1810h,Ikea Tampines (60 Tampines North Drive 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9324941,1.374026578,528764,Pasir Ris
6/17/2021,1220h - 1315h,Healthy Path Spa (84 Bedok North Street 4),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes-(7)71dc310f0e39421e93aafdc8ca73c4fd.pdf?sfvrsn=82e573ec_0,Added/Updated on 2021-06-29,103.9392084,1.331782451,460084,Bedok
6/17/2021,1035h - 1240h,Ntuc Fairprice (166 Bukit Merah Central),NaN,https://mothership.sg/2021/06/covid-19-june-20-locations-update/,Added/ Updated on 2021-06-21,103.8176637,1.283056643,150166,Bukit Merah
6/17/2021,1255h - 1325h,Tiong Bahru Plaza (298 Tiong Bahru Road),Khai Yong Heng Goldsmith,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8280048,1.286308535,168730,Outram
6/17/2021,2000h - 2100h,Market Square @ Downtown East (1 Pasir Ris Close),NaN,https://mothership.sg/2021/06/covid-19-june-20-locations-update/,Added/ Updated on 2021-06-21,103.9550133,1.379184451,519599,Pasir Ris
6/17/2021,1250h - 1430h,Tiong Bahru Plaza (298 Tiong Bahru Road),Khai Yong Heng Goldsmith,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8280048,1.286308535,168730,Outram
6/17/2021,1535h - 1710h,Hairpost Beauty Salon (162 Bukit Merah Central),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8174661,1.283837301,150162,Bukit Merah
6/16/2021,1020h - 1900h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.9009521,1.303813235,NIL,Marine Parade
6/16/2021,0940h - 1010h,Geylang Bahru Market And Food Centre (69 Geylang  Bahru),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8700461,1.32139947,330069,Kallang
6/16/2021,1810h - 1900h,Tiong Bahru Plaza (298 Tiong Bahru Road),NaN,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23,103.8280048,1.286308535,168730,Outram
6/16/2021,1430h - 1500h,Redhill Market (79 Redhill Lane),NaN,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8183498,1.287847028,150079,Bukit Merah
6/16/2021,1740h - 1955h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8357008,1.300865436,237978,Orchard
6/15/2021,0100h - 0130h,Sheng Siong Supermarket (108 Mcnair Road),NaN,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25,103.8593827,1.321619038,321108,Serangoon
6/15/2021,0710h - 0740h,112 Jalan Bukit Merah Market And Food Centre,NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annexes---27-june-2021.pdf?sfvrsn=2b2a0ae6_2,Added/Updated on 2021-06-28,103.8593827,1.321619038,321108,Serangoon
6/15/2021,1555h - 1630h,Dawson Place (57 Dawson Road),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8109718,1.292702527,142057,Queenstown
6/15/2021,1605h - 1645h,Public Free Clinic Society (245 Tampines Street 21),NaN,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20,103.9464898,1.353208409,521245,Tampines
6/15/2021,1650h - 1800h,Waterway Point (83 Punggol Central),NaN,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.9021627,1.406412835,NIL,Punggol
6/15/2021,1850h - 2130h,Palelai Buddhist Temple (49 Bedok Walk),NaN,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24,103.9465483,1.330952159,469145,Bedok
6/15/2021,2000h - 2035h,Joo Chiat Complex (1 Joo Chiat Road),Al Barakah,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.8983976,1.315938021,420001,Geylang
6/14/2021,0500h - 1620h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),NaN,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,"Added/ Updated on 2021-06-18, Modified on 2021-06-21",103.8339231,1.28424137,160056,Outram
6/14/2021,0630h - 1600h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),NaN,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8339231,1.28424137,160056,Outram
6/14/2021,0745h - 0820h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.9530508,1.342691998,528833,Tampines
6/14/2021,1010h - 1400h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20,103.9009521,1.303813235,NIL,Marine Parade
6/14/2021,1130h - 1205h,Teoh Hock Seng (129 Kim Tian Road),NaN,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17,103.8288562,1.281153033,NIL,Outram
6/14/2021,1200h - 2100h,Bake King (10 Haig Road),NaN,https://www.todayonline.com/singapore/senior-activity-centre-bukit-merah-view-baking-supply-store-geylang-among-places-visited,Added/ Updated on 2021-06-19,103.895865,1.314846411,430010,Geylang
6/14/2021,1430h - 1500h,Redhill Market (79 Redhill Lane),NaN,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22,103.8183498,1.287847028,150079,Bukit Merah
6/14/2021,1600h - 1700h,Courts Megastore (50 Tampines North Drive 2),NaN,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-25-jun.pdf?sfvrsn=b0c3657d_2,Added/Updated on 2021-06-26,103.933847,1.373529764,528766,Pasir Ris
